slug,title,word_count,under_400_words,generic_phrases,generic_phrase_count,templated_opening_shared_with_n,missing_image,is_illustration_not_photo,duplicate_image_with,cuisine,category
faggots-and-peas,Faggots and Peas,600,,,0,,,,,British,Dinner
michelada,Michelada,600,,,0,,,,,Mexican,Drinks
saltimbocca-alla-romana,Saltimbocca alla Romana,600,,,0,,,,,Italian,Dinner
welsh-rarebit,Welsh Rarebit,600,,,0,,,,,British,Quick Meals
batata-harra,Batata Harra,601,,,0,,,,,Lebanese,Appetizers
chile-relleno,Chile Relleno,601,,,0,,,,,Mexican,Dinner
gobi-manchurian,Gobi Manchurian,601,,,0,,,,,Indian,Appetizers
italian-chopped-salad,Italian Chopped Salad,601,,,0,,,,,Italian,Healthy
svickova,Svíčková,601,,,0,,,,,Czech,Dinner
wood-ear-salad,Wood Ear Salad,601,,,0,,,yes,,Chinese,Appetizers
zurek,Żurek,601,,,0,,,,,Polish,Lunch
classic-waffles,Crisp Belgian-Style Waffles,602,,,0,,,,,American,Breakfast
gambas-al-ajillo,Gambas al Ajillo,602,,,0,,,,,Spanish,Appetizers
jambon-persille,Jambon Persillé,602,,,0,,,,,French,Appetizers
lanzhou-beef-noodles,Lanzhou Beef Noodle Soup,602,,,0,,,,,Chinese,Dinner
sardines-on-toast,Sardines on Toast,602,,,0,,,,,British,Quick Meals
scotch-eggs,Scotch Eggs,602,,,0,,,,,British,Appetizers
toum,Toum,602,,,0,,,,,Lebanese,Appetizers
bitterballen,Bitterballen,603,,,0,,,,,Dutch,Appetizers
macarona-bechamel,Macarona Bechamel,603,,,0,,,,,Egyptian,Dinner
molokhia,Molokhia,603,,,0,,,,,Egyptian,Dinner
nachos,Loaded Nachos,603,,,0,,,,,Mexican,Appetizers
rillettes,Rillettes de Porc,603,,,0,,,,,French,Appetizers
white-cut-chicken,White Cut Chicken,603,,,0,,,,,Chinese,Dinner
ajiaco,Ajiaco,604,,,0,,,,,Colombian,Dinner
callaloo,Callaloo,604,,,0,,,,,Trinidadian,Lunch
colomba,Colomba Pasquale,604,,,0,,,,,Italian,Baking
egg-cottage-cheese-muffins,Egg and Cottage Cheese Muffins,604,,,0,,,,,American,Breakfast
home-style-tofu,Home-Style Tofu,604,,,0,,,yes,,Chinese,Dinner
hoppers,Egg Hoppers,604,,,0,,,,,Sri Lankan,Breakfast
jamaican-patties,Jamaican Beef Patties,604,,,0,,,,,Jamaican,Lunch
porotos-granados,Porotos Granados,604,,,0,,,,,Chilean,Healthy
gateau-basque,Gâteau Basque,605,,,0,,,,,French,Desserts
hawawshi,Hawawshi,605,,,0,,,,,Egyptian,Dinner
malfouf-mahshi,Malfouf Mahshi,605,,,0,,,,,Lebanese,Dinner
mujadara,Mujadara,605,,,0,,,,,Middle Eastern,Healthy
oyakodon,Oyakodon,605,,,0,,,,,Japanese,Quick Meals
pandoro,Pandoro,605,,,0,,,,,Italian,Baking
risotto-al-nero,Risotto al Nero di Seppia,605,,,0,,,,,Italian,Dinner
samke-harra,Samke Harra,605,,,0,,,yes,,Lebanese,Dinner
sisig,Sisig,605,,,0,,,yes,,Filipino,Appetizers
bo-kho,Bò Kho,606,,,0,,,yes,,Vietnamese,Dinner
borek,Cheese Börek,606,,,0,,,,,Turkish,Appetizers
chapli-kebab,Chapli Kebab,606,,,0,,,,,Pakistani,Dinner
cinnamon-sugar-donuts,Cinnamon Sugar Doughnuts,606,,,0,,,,,American,Baking
fattoush,Fattoush Salad,606,,,0,,,,,Middle Eastern,Healthy
manti,Manti,606,,,0,,yes,,,Turkish,Dinner
menudo,Menudo,606,,,0,,,yes,,Mexican,Dinner
salade-nicoise,Salade Niçoise,606,,,0,,,,,French,Lunch
shoyu-ramen,Shoyu Ramen,606,,,0,,,,,Japanese,Dinner
steamed-ribs-black-bean,Steamed Ribs with Black Bean,606,,,0,,,,,Chinese,Dinner
tteokbokki,Tteokbokki,606,,,0,,,,,Korean,Quick Meals
boston-baked-beans,Boston Baked Beans,607,,,0,,,,,American,Lunch
dongpo-rou,Dongpo Rou,607,,,0,,,,,Chinese,Dinner
mechouia-salad,Salade Méchouia,607,,,0,,,,,Tunisian,Healthy
norwegian-fish-soup,Norwegian Fish Soup,607,,,0,,,,,Norwegian,Dinner
vanilla-cupcakes,Vanilla Cupcakes,607,,,0,,,,,American,Baking
cacciucco,Cacciucco,608,,,0,,,yes,,Italian,Dinner
lemon-pepper-chicken,Lemon Pepper Chicken,608,,,0,,,,,American,Dinner
moules-frites,Moules Frites,608,,,0,,,yes,,French,Dinner
oeufs-en-meurette,Œufs en Meurette,608,,,0,,,,,French,Appetizers
bollito-misto,Bollito Misto,609,,,0,,,,,Italian,Dinner
club-sandwich,Club Sandwich,609,,,0,,,,,American,Lunch
musakhan,Musakhan,609,,,0,,,,,Middle Eastern,Dinner
toad-in-the-hole,Toad in the Hole,609,,,0,,,,,British,Dinner
avgolemono-soup,Avgolemono Soup,610,,,0,,,,,Greek,Healthy
cachapas,Cachapas,610,,,0,,,,,Venezuelan,Breakfast
kanelbullar,Kanelbullar,610,,,0,,,,,Swedish,Baking
shakshuka-tunisian,Merguez Shakshuka,610,,,0,,,,,Tunisian,Breakfast
stuffed-marrow,Stuffed Marrow,610,,,0,,,,,British,Dinner
cobb-salad,Cobb Salad,611,,,0,,,,,American,Healthy
grilled-halloumi-salad,Grilled Halloumi and Herb Salad,611,,,0,,,,,Greek,Lunch
gyudon,Gyudon,612,,,0,,,,,Japanese,Quick Meals
riz-a-djaj,Riz a Djaj,612,,,0,,,yes,,Lebanese,Dinner
baba-ganoush,Baba Ganoush,613,,,0,,,,,Middle Eastern,Appetizers
chicken-teriyaki,Chicken Teriyaki,613,,,0,,,,,Japanese,Quick Meals
haggis-neeps-tatties,"Haggis, Neeps and Tatties",613,,,0,,,,,Scottish,Dinner
lemon-drizzle-cake,Lemon Drizzle Cake,613,,,0,,,,,British,Baking
rice-and-peas,Rice and Peas,613,,,0,,,,,Jamaican,Dinner
lamingtons,Lamingtons,614,,,0,,,,,Australian,Baking
philly-cheesesteak,Philly Cheesesteak,614,,,0,,,,,American,Lunch
poulet-roti,Poulet Rôti,614,,,0,,,,,French,Dinner
danish-pastry,Danish Pastries,615,,,0,,,,,Danish,Baking
lumpia,Lumpiang Shanghai,615,,,0,,,,,Filipino,Appetizers
bang-bang-chicken,Bang Bang Chicken,616,,,0,,,yes,,Chinese,Appetizers
chicken-karahi,Chicken Karahi,616,,,0,,,yes,,Pakistani,Dinner
apple-strudel,Apple Strudel,617,,,0,,,,,Austrian,Desserts
chilli-paneer,Chilli Paneer,617,,,0,,,,,Indian,Appetizers
kibbeh-labaniyeh,Kibbeh Labaniyeh,617,,,0,,,,,Lebanese,Dinner
mici,Mici,617,,,0,,,,,Romanian,Dinner
mulligatawny,Mulligatawny Soup,617,,,0,,,,,British,Lunch
sauerbraten,Sauerbraten,617,,,0,,,,,German,Holiday Specials
vanocka,Vánočka,617,,,0,,,,,Czech,Holiday Specials
vitello-tonnato,Vitello Tonnato,617,,,0,,,,,Italian,Appetizers
chakalaka,Chakalaka,618,,,0,,,,,South African,Quick Meals
custard-tart,Custard Tart,618,,,0,,,,,British,Baking
dry-fried-green-beans,Dry-Fried Green Beans,618,,,0,,,,,Chinese,Dinner
soy-sauce-chicken,Soy Sauce Chicken,618,,,0,,,,,Chinese,Dinner
turkish-delight,Turkish Delight,618,,,0,,,,,Turkish,Desserts
turkish-pide,Turkish Pide,618,,,0,,,,,Turkish,Baking
vanilla-sponge-cake,Vanilla Sponge Cake,618,,,0,,,,,British,Baking
galaktoboureko,Galaktoboureko,619,,,0,,,,,Greek,Desserts
chapati,Chapati (Roti),620,,,0,,,,,Indian,Baking
fudgy-brownies,Fudgy Cocoa Brownies,620,,,0,,,,,American,Desserts
ragu-napoletano,Ragù Napoletano,620,,,0,,,,,Italian,Dinner
suppli,Supplì,620,,,0,,,yes,,Italian,Appetizers
cozonac,Cozonac,621,,,0,,,,,Romanian,Holiday Specials
garlic-butter-shrimp,Garlic Butter Shrimp,621,,,0,,,,,American,Quick Meals
gingerbread-cookies,Gingerbread Cookies,621,,,0,,,,,American,Holiday Specials
tuna-caper-pasta,Tuna and Caper Pasta,621,,,0,,,,,Italian,Quick Meals
buddha-bowl,Roasted Vegetable Buddha Bowl,622,,,0,,,,,International,Healthy
cassata-siciliana,Cassata Siciliana,622,,,0,,,,,Italian,Desserts
harissa,Harissa,622,,,0,,,,,Tunisian,Appetizers
spaghetti-alle-vongole,Spaghetti alle Vongole,622,,,0,,,,,Italian,Dinner
trifle,English Trifle,622,,,0,,,,,British,Desserts
atakilt-wat,Atakilt Wat,623,,,0,,,,,Ethiopian,Healthy
fish-pie,Fish Pie,623,,,0,,yes,,,British,Dinner
focaccia-genovese,Focaccia Genovese,623,,,0,,,,,Italian,Baking
jalebi,Jalebi,623,,,0,,,,,Indian,Desserts
quick-pickles,Quick Refrigerator Pickles,623,,,0,,,,,American,Appetizers
bifana,Bifana,624,,,0,,,,,Portuguese,Quick Meals
cauliflower-steaks,Roasted Cauliflower Steaks,624,,,0,,,,,American,Healthy
loco-moco,Loco Moco,624,,,0,,,,,Hawaiian,Breakfast
paneer-butter-masala,Paneer Butter Masala,624,,,0,,,,,Indian,Dinner
soupe-de-poisson,Soupe de Poisson,624,,,0,,,,,French,Lunch
terrine-de-campagne,Terrine de Campagne,624,,,0,,,,,French,Appetizers
clafoutis,Cherry Clafoutis,625,,,0,,,,,French,Desserts
coda-alla-vaccinara,Coda alla Vaccinara,625,,,0,,,,,Italian,Dinner
epaule-d-agneau-confite,Épaule d'Agneau de 7 Heures,625,,,0,,,yes,,French,Dinner
labneh,Labneh with Za'atar,625,,,0,,,,,Middle Eastern,Appetizers
ugali-sukuma,Ugali and Sukuma Wiki,625,,,0,,,,,Kenyan,Dinner
zhajiangmian,Zhajiangmian,625,,,0,,,,,Chinese,Dinner
chicken-noodle-soup,Chicken Noodle Soup,626,,,0,,,,,American,Healthy
chocolate-lava-cake,Molten Chocolate Lava Cake,626,,,0,,,,,American,Desserts
makdous,Makdous,626,,,0,,,,,Lebanese,Appetizers
prinsesstarta,Prinsesstårta,626,,,0,,,,,Swedish,Desserts
pulled-pork,Carolina Pulled Pork,626,,,0,,,,,American,Dinner
taameya,Ta'ameya,626,,,0,,,,,Egyptian,Appetizers
zucchini-bread,Courgette Bread,626,,,0,,,,,American,Baking
chia-pudding,Chia Pudding,627,,,0,,,,,International,Healthy
chicken-paprikash,Chicken Paprikash,627,,,0,,,,,Hungarian,Dinner
eton-mess,Eton Mess,627,,,0,,,,,British,Desserts
naan,Garlic Naan,627,,,0,,,,garlic-naan,Indian,Baking
pan-de-jamon,Pan de Jamón,627,,,0,,,,,Venezuelan,Holiday Specials
pulled-pork-sandwich,Pulled Pork Sandwiches,627,,,0,,,,,American,Lunch
sufganiyot,Sufganiyot,627,,,0,,,,,Israeli,Holiday Specials
english-scones,English Scones,628,,,0,,,,,British,Baking
lu-rou-fan,Lu Rou Fan,628,,,0,,,,,Taiwanese,Dinner
melanzane-alla-parmigiana,Melanzane alla Parmigiana,628,,,0,,,,,Italian,Dinner
west-lake-beef-soup,West Lake Beef Soup,628,,,0,,,yes,,Chinese,Lunch
yuxiang-rousi,Yuxiang Rousi,628,,,0,,,yes,,Chinese,Dinner
gulab-jamun,Gulab Jamun,629,,,0,,,,,Indian,Desserts
kadai-paneer,Kadai Paneer,629,,,0,,,yes,,Indian,Dinner
malawach,Malawach,629,,,0,,,,,Israeli,Quick Meals
spaetzle,Käsespätzle,629,,,0,,,,,German,Dinner
baklava,Pistachio Baklava,630,,,0,,,,,Greek,Desserts
chana-chaat,Chana Chaat,630,,,0,,,,,Indian,Appetizers
chicken-shawarma,Chicken Shawarma,630,,,0,,,,,Middle Eastern,Dinner
farro-salad,Farro and Roasted Vegetable Salad,630,,,0,,,,,Italian,Healthy
pesto-genovese,Pesto alla Genovese,630,,,0,,,,,Italian,Quick Meals
buttermilk-pancakes,Fluffy Buttermilk Pancakes,631,,,0,,,,,American,Breakfast
egusi-soup,Egusi Soup,631,,,0,,,,,Nigerian,Dinner
fabada-asturiana,Fabada Asturiana,631,,,0,,,,,Spanish,Dinner
milanesa,Milanesa Napolitana,631,,,0,,,,,Argentinian,Dinner
castella,Castella Cake,632,,,0,,,,,Japanese,Baking
lomo-saltado,Lomo Saltado,632,,,0,,,,,Peruvian,Dinner
nyama-choma,Nyama Choma,632,,,0,,,,,Kenyan,Dinner
pani-puri,Pani Puri,632,,,0,,,,,Indian,Appetizers
pumpkin-bread,Pumpkin Bread,632,,,0,,,,,American,Baking
sfogliatella,Sfogliatella Riccia,632,,,0,,,yes,,Italian,Desserts
duck-confit,Duck Confit,633,,,0,,,,,French,Dinner
porchetta,Porchetta,633,,,0,,,,,Italian,Dinner
shish-taouk,Shish Taouk,633,,,0,,,,,Lebanese,Dinner
bagels,New York Bagels,634,,,0,,,,,American,Baking
brisket,Texas Smoked Brisket,634,,,0,,,,,American,Dinner
pastel-de-nata,Pastéis de Nata,634,,,0,,,,,Portuguese,Desserts
quinoa-salad,Lemon Herb Quinoa Salad,634,,,0,,,,,International,Healthy
sambal-goreng,Sambal Goreng Tempeh,634,,,0,,,,,Indonesian,Dinner
tahdig,Tahdig,634,,,0,,,,,Persian,Dinner
veg-momos,Vegetable Momos,634,,,0,,,yes,,Nepalese,Appetizers
chocolate-cupcakes,Chocolate Cupcakes,635,,,0,,,,,American,Baking
kedgeree,Kedgeree,636,,,0,,,,,British,Breakfast
pork-schnitzel,Pork Schnitzel,636,,,0,,,,,German,Dinner
shahi-paneer,Shahi Paneer,636,,,0,,,,,Indian,Dinner
beef-chow-fun,Beef Chow Fun,637,,,0,,,,,Chinese,Dinner
german-potato-salad,Warm German Potato Salad,637,,,0,,,,,German,Lunch
hot-dry-noodles,Hot Dry Noodles,637,,,0,,,,,Chinese,Lunch
joulutorttu,Joulutorttu,637,,,0,,,,,Finnish,Holiday Specials
roast-pork-crackling,Roast Pork with Crackling,637,,,0,,,yes,,British,Dinner
spaghetti-aglio-e-olio,Spaghetti Aglio e Olio,637,,,0,,,,,Italian,Quick Meals
spicy-wontons,Red Oil Wontons,637,,,0,,,yes,,Chinese,Appetizers
strozzapreti,Strozzapreti alla Boscaiola,637,,,0,,,yes,,Italian,Dinner
bhindi-masala,Bhindi Masala,638,,,0,,,,,Indian,Dinner
chelsea-buns,Chelsea Buns,638,,,0,,,,,British,Baking
chocolate-chip-cookies,Brown Butter Chocolate Chip Cookies,638,,,0,,,,,American,Baking
creme-brulee,Crème Brûlée,638,,,0,,,,,French,Desserts
marble-cake,Marble Cake,638,,,0,,,,,German,Baking
panettone,Panettone,638,,,0,,,,,Italian,Baking
yangzhou-fried-rice,Yangzhou Fried Rice,638,,,0,,,,,Chinese,Dinner
bacalhau-a-bras,Bacalhau à Brás,639,,,0,,,,,Portuguese,Dinner
flan-napolitano,Flan Napolitano,639,,,0,,,,,Mexican,Desserts
tom-kha-gai,Tom Kha Gai,639,,,0,,,,,Thai,Healthy
betengan-mekhalel,Betengan Mekhalel,640,,,0,,yes,,,Egyptian,Appetizers
caldo-verde,Caldo Verde,640,,,0,,,,,Portuguese,Healthy
lamb-kofta-kebabs,Lamb Kofta Kebabs,640,,,0,,,,,Middle Eastern,Dinner
penne-all-arrabbiata,Penne all'Arrabbiata,640,,,0,,,,,Italian,Quick Meals
vegetable-pakoras,Vegetable Pakoras,640,,,0,,,,,Indian,Appetizers
victoria-sponge,Victoria Sponge,640,,,0,,,,,British,Baking
chicken-and-waffles,Chicken and Waffles,641,,,0,,,,,American,Breakfast
spam-musubi,Spam Musubi,641,,,0,,,,,Hawaiian,Lunch
sweet-potato-casserole,Sweet Potato Casserole,641,,,0,,,yes,,American,Holiday Specials
tamagoyaki,Tamagoyaki,641,,,0,,,,,Japanese,Breakfast
tres-leches-cake,Tres Leches Cake,641,,,0,,,,,Mexican,Desserts
chicken-quesadilla,Chicken Quesadilla,642,,,0,,,,,Mexican,Quick Meals
minestrone-soup,Minestrone Soup,642,,,0,,,,,Italian,Healthy
pad-see-ew,Pad See Ew,642,,,0,,,,,Thai,Quick Meals
quenelles-de-brochet,Quenelles de Brochet,642,,,0,,,yes,,French,Dinner
seared-tuna-nicoise,Seared Tuna Niçoise,642,,,0,,,,,French,Lunch
sinigang,Sinigang na Baboy,642,,,0,,,,,Filipino,Dinner
classic-cheeseburger,Classic Smash Cheeseburger,643,,,0,,,,,American,Dinner
gazpacho,Andalusian Gazpacho,643,,,0,,,,,Spanish,Healthy
key-lime-pie,Key Lime Pie,643,,,0,,,,,American,Desserts
pasta-e-fagioli,Pasta e Fagioli,643,,,0,,,,,Italian,Dinner
tostadas,Tinga Tostadas,643,,,0,,,,,Mexican,Lunch
blini,Blini with Soured Cream,644,,,0,,,,,Russian,Breakfast
breakfast-hash,Breakfast Hash,644,,,0,,,,,International,Breakfast
kibbeh,Baked Kibbeh,644,,,0,,,,,Middle Eastern,Dinner
popcorn-chicken-taiwanese,Taiwanese Popcorn Chicken,644,,,0,,,,,Taiwanese,Appetizers
pound-cake,Pound Cake,644,,,0,,,,,British,Baking
tortilla-espanola,Tortilla Española,644,,,0,,,,,Spanish,Lunch
aji-de-gallina,Ají de Gallina,645,,,0,,,,,Peruvian,Dinner
lamb-rogan-josh,Lamb Rogan Josh,645,,,0,,,,rogan-josh,Indian,Dinner
madeleines,Madeleines,645,,,0,,,,,French,Baking
shakshuka,Shakshuka,645,,,0,,,,,Middle Eastern,Breakfast
beef-stew-and-dumplings,Beef Stew and Dumplings,646,,,0,,,,,British,Dinner
cheese-fondue,Cheese Fondue,646,,,0,,,,,Swiss,Dinner
harira,Harira Soup,646,,,0,,,,,Moroccan,Healthy
moroccan-carrot-salad,Moroccan Carrot Salad,646,,,0,,,,,Moroccan,Healthy
agedashi-tofu,Agedashi Tofu,647,,,0,,,,,Japanese,Appetizers
fish-tacos,Baja Fish Tacos,647,,,0,,,,,Mexican,Dinner
massaman-curry,Massaman Beef Curry,647,,,0,,,,,Thai,Dinner
muhammara,Muhammara,647,,,0,,,,,Lebanese,Appetizers
cannoli,Sicilian Cannoli,648,,,0,,,,,Italian,Desserts
mapo-eggplant,Mapo Eggplant,648,,,0,,,,,Chinese,Dinner
soft-pretzels,Bavarian Soft Pretzels,648,,,0,,,,,German,Baking
turnip-cake,Lo Bak Go,648,,,0,,,,,Chinese,Appetizers
biscuits-and-gravy,Biscuits and Sausage Gravy,649,,,0,,,,,American,Breakfast
kjottkaker,Kjøttkaker,649,,,0,,,,,Norwegian,Dinner
knafeh,Knafeh,649,,,0,,,,knafeh-nabulsi,Middle Eastern,Desserts
pierogi,Potato and Cheese Pierogi,649,,,0,,,,,Polish,Dinner
poke-bowl,Ahi Poke Bowl,649,,,0,,,,,International,Healthy
buffalo-wings,Buffalo Wings,650,,,0,,,,,American,Appetizers
ghormeh-sabzi,Ghormeh Sabzi,650,,,0,,,,,Persian,Dinner
imam-bayildi,Imam Bayildi,650,,,0,,,,,Turkish,Healthy
peach-cobbler,Peach Cobbler,650,,,0,,,,,American,Desserts
red-velvet-cake,Red Velvet Cake,650,,,0,,,,,American,Desserts
salt-baked-chicken,Salt Baked Chicken,650,,,0,,,,,Chinese,Dinner
soupe-au-pistou,Soupe au Pistou,650,,,0,,,,,French,Dinner
zaru-soba,Zaru Soba,650,,,0,,,,,Japanese,Lunch
braised-beef-brisket,Braised Beef Brisket,651,,,0,,,yes,,Chinese,Dinner
keftedes,Greek Keftedes,651,,,0,,,,,Greek,Appetizers
khinkali,Khinkali,651,,,0,,,,,Georgian,Dinner
pavlova,Pavlova,651,,,0,,,,,Australian,Desserts
ratatouille,Provençal Ratatouille,651,,,0,,,,,French,Healthy
biang-biang-noodles,Biang Biang Noodles,652,,,0,,,,,Chinese,Lunch
garlic-mushroom-toast,Garlic Mushroom Toast,652,,,0,,,,,British,Quick Meals
omurice,Omurice,652,,,0,,,,,Japanese,Lunch
pot-au-feu,Pot-au-Feu,652,,,0,,,,,French,Dinner
sachertorte,Sachertorte,652,,,0,,,,,Austrian,Desserts
soto-ayam,Soto Ayam,652,,,0,,,,,Indonesian,Lunch
tarte-tatin,Apple Tarte Tatin,652,,,0,,,,,French,Desserts
vegan-mac,Butternut Mac and Cheese,652,,,0,,,,,American,Dinner
yakisoba,Yakisoba,652,,,0,,,,,Japanese,Quick Meals
blondies,Brown Butter Blondies,653,,,0,,,,,American,Baking
cauliflower-cheese,Cauliflower Cheese,653,,,0,,,,,British,Dinner
coquilles-saint-jacques,Coquilles Saint-Jacques,654,,,0,,,,,French,Appetizers
creamy-tomato-soup,Creamy Tomato Soup,654,,,0,,,,,American,Healthy
huevos-rancheros,Huevos Rancheros,654,,,0,,,,,Mexican,Breakfast
shish-barak,Shish Barak,654,,,0,,,yes,,Lebanese,Dinner
lentil-soup,Spiced Red Lentil Soup,655,,,0,,,,,International,Healthy
mexican-rice,Mexican Red Rice,655,,,0,,,,,Mexican,Dinner
panforte,Panforte di Siena,655,,,0,,,,,Italian,Holiday Specials
panna-cotta,Vanilla Panna Cotta,655,,,0,,,,,Italian,Desserts
ribollita,Ribollita,655,,,0,,,,,Italian,Lunch
aubergine-parmigiana,Griddled Aubergine Parmigiana,656,,,0,,,,,Italian,Dinner
banana-bread,One-Bowl Banana Bread,656,,,0,,,,,American,Baking
banana-pudding,Banana Pudding,656,,,0,,,,,American,Desserts
bouchee-a-la-reine,Bouchée à la Reine,656,,,0,,,,,French,Dinner
duo-jiao-yu-tou,Duo Jiao Yu Tou,656,,,0,,,,,Chinese,Dinner
fettuccine-alfredo,Fettuccine Alfredo,656,,,0,,,,,Italian,Dinner
mashed-potatoes,Creamy Mashed Potatoes,656,,,0,,,,,American,Dinner
pastel-de-choclo,Pastel de Choclo,656,,,0,,,,,Chilean,Dinner
penne-alla-vodka,Penne alla Vodka,656,,,0,,,,,Italian,Dinner
spanakopita,Spanakopita,656,,,0,,,,,Greek,Appetizers
stargazy-pie,Stargazy Pie,656,,,0,,,,,British,Dinner
chicken-fried-steak,Chicken Fried Steak,657,,,0,,,,,American,Dinner
chilaquiles,Chilaquiles Verdes,657,,,0,,,,,Mexican,Breakfast
green-goddess-salad,Green Goddess Salad,657,,,0,,yes,,,American,Healthy
maqluba,Maqluba,657,,,0,,,,,Middle Eastern,Dinner
mochi,Strawberry Daifuku Mochi,657,,,0,,,,,Japanese,Desserts
pho-ga,Phở Gà,657,,,0,,,yes,,Vietnamese,Dinner
steak-and-kidney-pudding,Steak and Kidney Pudding,657,,,0,,yes,,,British,Dinner
torta-pasqualina,Torta Pasqualina,657,,,0,,,,,Italian,Dinner
gravlax,Gravlax,658,,,0,,,,,Swedish,Appetizers
rabbit-pie,Rabbit Pie,658,,,0,,,,,British,Dinner
stuffing,Sage and Onion Stuffing,658,,,0,,,,,British,Holiday Specials
creamed-spinach,Creamed Spinach,659,,,0,,,,,American,Dinner
three-cup-chicken,Three Cup Chicken,659,,,0,,,yes,,Taiwanese,Dinner
barbacoa,Beef Barbacoa,660,,,0,,,,,Mexican,Dinner
roast-potatoes,Crispy Roast Potatoes,660,,,0,,,,,British,Dinner
rogan-josh,Kashmiri Rogan Josh,660,,,0,,,,lamb-rogan-josh,Indian,Dinner
suya,Beef Suya,660,,,0,,,,,Nigerian,Appetizers
doubles,Trinidadian Doubles,661,,,0,,,,,Trinidadian,Breakfast
latkes,Potato Latkes,661,,,0,,,,,Israeli,Holiday Specials
lemon-meringue-pie,Lemon Meringue Pie,661,,,0,,,,,American,Desserts
mango-sticky-rice,Mango Sticky Rice,661,,,0,,,,,Thai,Desserts
profiteroles,Profiteroles,661,,,0,,,,,French,Desserts
brasato-al-barolo,Brasato al Barolo,662,,,0,,,,,Italian,Dinner
bunny-chow,Bunny Chow,662,,,0,,,,,South African,Lunch
stollen,Christstollen,662,,,0,,,,,German,Holiday Specials
borscht,Ukrainian Borscht,663,,,0,,,,,Ukrainian,Healthy
gyros,Pork Gyros,663,,,0,,,,,Greek,Lunch
la-zi-ji,La Zi Ji,663,,,0,,,,,Chinese,Dinner
chicken-caesar-lettuce-cups,Chicken Caesar Lettuce Cups,664,,,0,,,,,American,Lunch
enchiladas-verdes,Enchiladas Verdes,664,,,0,,,,,Mexican,Dinner
pancit-canton,Pancit Canton,664,,,0,,,,,Filipino,Dinner
white-bean-stew,Tuscan White Bean Stew,664,,,0,,,,,Italian,Dinner
chimichurri-steak,Chimichurri Steak,665,,,0,,,,,Argentinian,Dinner
cornish-pasty,Cornish Pasty,665,,,0,,,,,British,Lunch
steamed-whole-fish,Steamed Whole Fish,665,,,0,,,yes,,Chinese,Dinner
samgyetang,Samgyetang,666,,,0,,,,,Korean,Healthy
bbq-baby-back-ribs,BBQ Baby Back Ribs,667,,,0,,,,,American,Dinner
bobotie,Bobotie,667,,,0,,,,,South African,Dinner
injera,Injera,667,,,0,,,,,Ethiopian,Baking
keema-matar,Keema Matar,667,,,0,,,,,Indian,Dinner
aloo-gobi,Aloo Gobi,668,,,0,,,,,Indian,Healthy
chicken-and-leek-pie,Chicken and Leek Pie,668,,,0,,,yes,,British,Dinner
chili-con-carne,Chili con Carne,668,,,0,,,,,Mexican,Dinner
gnocchi-alla-sorrentina,Gnocchi alla Sorrentina,668,,,0,,,,,Italian,Dinner
baked-eggs-spinach-feta,Baked Eggs with Spinach and Feta,669,,,0,,,,,Turkish,Breakfast
crab-ginger-scallion,Ginger and Scallion Crab,669,,,0,,,yes,,Chinese,Dinner
hot-cross-buns,Hot Cross Buns,669,,,0,,,,,British,Baking
pepper-soup,Nigerian Pepper Soup,669,,,0,,,,,Nigerian,Dinner
xo-sauce,XO Sauce,669,,,0,,,yes,,Chinese,Appetizers
bibimbap,Bibimbap,670,,,0,,,,,Korean,Dinner
breakfast-burrito,Loaded Breakfast Burrito,670,,,0,,,,,American,Breakfast
claypot-rice,Claypot Rice,670,,,0,,,,,Chinese,Dinner
croque-monsieur,Croque Monsieur,670,,,0,,,,,French,Lunch
lechon-kawali,Lechon Kawali,670,,,0,,,,,Filipino,Dinner
arepas,Arepas,671,,,0,,,,,Venezuelan,Breakfast
fudge,Chocolate Fudge,671,,,0,,,,,American,Desserts
garlic-naan,Garlic Butter Naan,671,,,0,,,,naan,Indian,Baking
kimbap,Kimbap,671,,,0,,,,,Korean,Lunch
ropa-vieja,Ropa Vieja,671,,,0,,,,,Cuban,Dinner
seekh-kebab,Seekh Kebab,671,,,0,,,,,Pakistani,Appetizers
empanadas-colombianas,Colombian Empanadas,672,,,0,,,,,Colombian,Appetizers
honey-garlic-chicken,Honey Garlic Chicken,672,,,0,,,,,American,Quick Meals
chakhokhbili,Chakhokhbili,673,,,0,,,,,Georgian,Dinner
da-pan-ji,Da Pan Ji,673,,,0,,,yes,,Chinese,Dinner
haemul-pajeon,Haemul Pajeon,673,,,0,,,,,Korean,Appetizers
hungarian-goulash,Hungarian Goulash,673,,,0,,,,,Hungarian,Dinner
nasi-lemak,Nasi Lemak,673,,,0,,,,,Malaysian,Breakfast
takoyaki,Takoyaki,673,,,0,,,,,Japanese,Appetizers
veg-biryani,Vegetable Biryani,673,,,0,,,,,Indian,Dinner
yakitori,Yakitori Chicken Skewers,673,,,0,,,,,Japanese,Appetizers
kakuni,Buta no Kakuni,674,,,0,,,,,Japanese,Dinner
crepes-suzette,Crêpes Suzette,675,,,0,,,,,French,Desserts
golabki,Gołąbki,675,,,0,,,,,Polish,Dinner
mac-and-cheese,Baked Mac and Cheese,675,,,0,,,,,American,Dinner
refried-beans,Refried Beans,675,,,0,,,,,Mexican,Dinner
japchae,Japchae,676,,,0,,,,,Korean,Dinner
gado-gado,Gado-Gado,677,,,0,,,,,Indonesian,Healthy
